likert_survey,,,,,,,,,,,,,
response_id,exp_profession,exp_flu_vax,exp_gender,exp_race,exp_ethnicity,exp_age_bin,exp_already_vax,resp_safety,resp_confidence_science,resp_concern_safety,resp_feel_safe_at_work,resp_will_recommend,resp_trust_info
70,1,1,1,5,2,20,1,5,1,1,1,1,1
71,1,1,0,5,2,25,1,5,1,1,1,1,1
72,1,1,0,5,2,25,0,3,4,4,4,3,3
73,1,1,1,5,2,25,1,5,1,2,1,1,1
74,1,1,1,5,2,25,1,4,2,4,1,2,2
75,1,1,0,2,2,20,1,5,1,1,1,1,1
76,1,1,1,5,,25,0,5,1,4,5,2,1
77,1,1,1,5,2,30,1,5,1,2,1,1,1
78,1,1,0,5,1,25,1,2,1,1,3,2,1
79,1,1,0,5,2,25,1,5,1,1,1,1,2
80,1,1,1,5,2,25,1,5,1,1,1,1,1
81,1,1,0,5,2,25,1,2,3,1,1,1,1
82,1,1,0,2,2,25,1,4,2,2,1,1,1
83,1,1,1,5,2,25,1,5,1,1,1,2,1
84,1,1,0,5,2,20,1,5,1,1,1,1,1
85,1,1,0,5,2,25,1,5,1,1,1,1,1
86,1,1,0,3,2,25,1,4,2,2,1,1,2
87,1,1,1,5,2,25,1,5,1,1,1,1,1
88,1,1,1,5,,25,1,4,2,4,3,2,2
89,1,1,1,5,2,25,1,5,1,3,2,1,1
90,1,1,0,5,2,25,1,5,2,4,1,1,2
91,1,1,0,5,2,25,1,5,1,2,1,1,2
92,1,1,0,5,2,20,1,4,3,3,3,2,4
93,1,1,0,5,2,25,1,5,1,2,1,1,1
94,1,1,0,5,2,25,1,5,1,1,1,1,1
95,1,1,0,5,2,25,1,5,1,1,1,1,1
96,1,1,0,2,2,25,1,5,1,4,1,1,1
97,1,1,0,2,2,25,1,4,2,2,1,1,2
98,1,1,0,5,,25,1,5,1,1,1,1,1
99,1,1,1,5,2,25,1,5,1,1,1,1,2
100,1,1,1,5,2,25,1,5,1,1,1,1,1
101,1,1,0,5,2,25,1,5,1,3,1,1,1
102,1,1,0,5,2,25,1,5,1,2,1,1,2
103,1,1,1,5,,30,1,5,2,4,1,1,2
104,1,1,1,2,2,25,1,5,2,2,1,1,2
105,1,1,0,2,2,25,1,4,3,3,2,1,1
106,1,1,0,5,2,25,1,5,1,2,1,1,1
107,1,1,0,5,2,25,1,5,1,4,1,1,1
108,1,1,1,5,2,25,1,5,1,2,1,1,1
109,1,1,0,2,2,20,1,4,3,4,1,1,2
110,1,1,1,2,2,25,1,4,2,3,1,2,1
111,1,1,0,5,2,25,1,5,1,4,1,1,1
112,1,1,0,5,2,20,1,5,1,1,1,1,1
113,1,1,0,2,2,25,1,4,3,2,1,1,1
114,1,1,,,,,1,,,,,,
115,1,1,,,,,0,,,,,,
116,1,1,,,,,0,,,,,,
117,1,1,1,5,2,25,1,5,1,1,1,1,1
118,1,,,,,,,,,,,,
119,1,1,0,5,1,25,1,5,1,2,1,1,2
120,1,1,0,2,2,30,1,5,1,2,1,1,1
121,1,1,0,5,2,25,1,5,1,1,1,1,1
122,1,1,0,5,2,20,1,5,1,1,1,1,1
123,1,1,0,5,2,25,1,5,1,5,1,1,1
124,1,1,0,3,2,20,1,5,1,1,1,1,1
125,1,1,1,5,2,25,1,5,1,1,1,1,1
126,1,1,0,5,2,25,1,5,1,2,1,1,1
127,1,1,0,2,2,20,1,4,2,2,1,1,1
128,1,1,0,2,2,20,1,4,2,4,1,1,2
129,1,1,1,5,2,25,1,5,1,4,1,1,3
130,1,1,0,5,2,25,1,5,1,2,1,1,1
131,1,1,0,5,2,25,1,3,3,5,2,5,4
132,1,1,0,5,2,25,1,5,1,2,1,1,1
133,1,1,0,5,2,20,1,5,1,2,1,1,2
134,1,1,0,5,2,25,1,5,5,2,2,1,2
135,1,1,0,5,2,25,1,4,1,4,1,1,1
136,1,1,1,5,2,20,1,5,1,1,1,1,1
137,1,1,1,5,2,25,1,5,1,1,1,1,1
138,1,1,1,5,2,25,1,5,1,1,1,1,1
139,1,1,1,2,2,25,1,5,1,2,1,1,1
140,1,1,0,5,2,25,1,5,1,1,1,1,1
141,1,1,1,5,2,30,1,5,1,1,1,1,1
142,1,1,0,5,2,25,1,4,2,4,2,1,1
143,1,1,0,5,2,25,1,5,2,2,1,1,1
144,1,1,0,5,2,25,1,5,1,1,1,1,1
145,1,1,0,5,2,20,1,5,1,2,2,1,1
146,1,1,0,5,2,20,1,5,1,2,2,1,2
147,1,1,0,5,2,25,1,5,1,2,1,1,1
148,1,1,1,5,2,30,1,5,1,2,1,1,1
149,1,1,0,5,2,25,1,5,1,1,1,1,1
150,,1,0,5,2,25,0,4,3,4,2,2,2
151,1,1,,,,,1,,,,,,
152,,,,,,,,,,,,,
153,,,,,,,,,,,,,
154,1,1,,,,,1,,,,,,
155,1,1,,,,,1,,,,,,
156,1,1,0,5,2,20,1,5,1,2,1,1,1
157,1,1,0,5,2,20,1,5,1,2,1,1,2
158,1,1,1,5,2,25,1,5,1,2,1,1,1
159,1,1,1,2,2,25,1,5,1,1,1,1,1
160,1,1,1,2,2,20,1,5,1,2,1,1,1
161,1,1,1,2,2,30,1,5,1,1,1,1,1
162,1,1,1,5,2,20,1,5,1,1,1,1,1
163,1,1,0,5,2,20,1,5,1,2,1,1,1
164,1,1,1,2,2,20,1,5,1,4,1,1,1
165,1,1,1,5,2,25,1,5,2,2,1,1,1
166,1,1,0,2,2,25,1,5,1,2,1,1,1
167,1,1,3,5,2,25,1,5,1,1,1,1,1
168,1,1,1,2,2,25,1,5,1,4,1,1,1
169,1,1,0,2,2,20,1,5,1,2,1,1,1
170,1,1,0,5,2,20,1,4,1,2,1,1,1
171,1,1,0,2,1,25,1,5,1,2,1,1,1
172,1,1,1,5,1,25,1,5,1,2,5,1,1
173,1,1,0,5,2,25,1,4,2,4,1,1,1
174,1,1,1,5,1,20,1,5,1,1,1,1,1
175,1,1,0,5,1,25,1,5,2,2,1,1,1
176,1,1,0,5,2,25,1,5,1,1,1,1,1
177,1,1,1,5,2,20,1,5,2,2,1,1,1
178,1,1,0,5,2,25,1,5,1,1,1,1,1
179,1,1,0,5,2,,1,5,2,2,1,1,1
180,1,1,1,2,2,25,1,5,2,2,1,1,1
181,1,1,1,5,2,25,0,4,4,4,5,2,2
182,1,1,0,5,1,25,1,5,1,3,1,1,3
183,1,1,0,5,2,25,1,4,2,5,1,2,2
184,1,1,0,5,1,20,1,4,2,4,1,1,2
185,1,1,0,2,2,20,1,5,1,1,1,1,1
186,1,1,0,2,2,20,1,5,1,4,1,1,1
187,1,1,0,5,2,25,1,5,1,2,1,1,1
188,1,1,1,5,2,25,1,5,1,1,1,1,1
189,1,1,1,5,2,25,1,4,2,2,1,1,1
190,1,1,0,2,2,25,1,5,1,4,1,1,1
191,1,1,0,2,2,25,1,5,1,2,1,1,1
192,1,1,0,5,2,25,1,5,1,2,1,1,1
193,1,1,1,5,2,25,1,5,1,3,1,1,1
194,1,1,0,5,2,25,1,5,1,1,1,1,1
195,1,1,0,5,2,25,1,5,1,1,1,1,1
196,1,1,0,5,1,20,1,4,2,4,1,1,1
197,1,1,1,5,2,25,1,5,1,5,1,1,1
198,1,1,0,5,2,20,1,5,1,4,1,1,1
199,1,0,1,2,2,20,1,5,1,3,1,3,1
200,1,1,1,3,2,25,1,5,1,2,1,1,1
201,1,1,0,5,2,25,1,5,1,2,1,1,1
202,1,1,0,5,2,25,1,5,1,1,1,1,1
203,1,1,0,5,2,20,1,5,2,2,1,1,2
204,1,1,0,2,2,20,1,5,1,2,1,1,2
205,1,1,1,3,2,20,1,5,1,2,1,1,1
206,1,1,0,5,2,25,1,5,1,1,1,1,1
207,1,1,1,5,2,20,1,5,1,1,2,1,2
208,1,1,,,,,1,,,,,,
209,1,1,0,2,,25,1,4,2,4,1,1,2
210,1,1,0,5,2,25,1,5,1,2,2,1,1
211,1,1,1,2,2,25,1,5,1,2,1,1,1
212,1,1,0,5,2,20,1,5,2,4,2,1,2
213,1,1,0,3,2,20,1,5,1,3,1,1,1
214,1,1,0,5,2,20,1,4,3,4,1,1,2
215,1,1,3,2,2,20,1,5,1,2,1,1,1
216,1,1,0,2,2,20,1,,1,,1,1,1
217,1,0,0,1,1,25,1,2,1,2,1,1,2
218,1,1,0,5,2,20,1,2,2,4,1,1,2
219,1,1,0,2,2,25,1,1,2,4,1,1,1
220,1,1,0,5,2,25,1,1,1,4,1,1,1
221,1,0,0,2,2,25,1,1,1,3,1,1,1
222,1,1,1,2,2,25,1,1,1,2,1,1,4
223,1,1,0,2,2,20,1,1,1,5,1,1,1
224,1,1,1,5,2,25,1,1,2,4,1,1,1
225,1,1,0,3,2,25,1,1,1,5,1,1,1
226,1,1,0,5,2,20,1,2,2,4,1,1,2
227,0,1,0,5,2,20,1,2,2,4,2,2,2
228,0,1,0,2,2,20,1,2,2,3,1,1,2
229,0,1,0,3,2,0,0,4,5,1,5,5,1
230,0,1,0,2,2,20,1,2,2,2,1,1,1
231,0,1,0,5,2,20,1,1,1,2,1,1,1
232,1,1,1,2,,20,1,1,2,2,1,1,1
233,0,1,0,5,2,0,1,1,1,4,1,1,1
234,0,1,0,5,2,0,1,1,1,4,1,1,1
235,0,1,0,5,2,20,1,1,1,5,1,1,1
236,1,1,0,5,2,20,1,1,1,3,1,1,1
237,0,1,0,2,2,0,1,1,1,4,1,1,1
238,0,1,0,2,2,20,1,1,1,2,1,1,1
239,0,1,0,5,2,0,1,2,2,4,1,1,1
240,0,1,0,2,2,20,1,1,1,3,1,1,1
241,1,1,0,2,2,25,1,1,1,5,1,1,2
242,0,1,0,2,2,20,1,1,1,2,1,1,1
243,1,1,0,5,2,20,1,1,2,4,1,1,1
244,0,1,0,5,2,20,1,1,1,4,1,1,1
245,0,1,0,5,2,0,1,1,1,5,1,1,1
246,0,0,0,5,2,20,1,1,1,5,1,1,1
247,0,0,0,5,2,0,1,1,1,5,1,1,1
248,1,1,0,2,2,25,1,1,1,4,1,1,1
249,0,1,0,5,,0,1,1,1,4,1,1,2
250,0,1,3,3,2,0,0,1,1,2,2,1,1
251,0,1,0,5,2,20,1,1,1,4,1,1,1
252,0,1,0,2,2,20,1,1,1,4,1,1,1
253,1,1,0,5,2,25,1,2,2,2,1,1,1
254,1,1,1,3,2,25,1,2,2,2,1,2,2
255,0,1,0,2,2,0,1,1,1,3,1,1,1
256,0,1,0,5,2,0,1,1,3,4,1,1,2
257,0,1,1,2,2,0,0,2,2,2,5,3,4
258,0,1,0,2,2,0,1,1,1,3,1,1,1
259,0,1,0,2,2,20,1,1,1,1,1,1,1
260,0,1,0,5,2,20,1,1,2,2,1,1,1
261,0,1,0,5,2,20,1,2,2,2,1,1,2
262,1,1,0,2,2,20,1,1,1,4,1,1,1
263,1,1,1,5,2,25,1,1,2,1,1,1,2
264,1,1,1,2,2,20,1,1,1,5,1,1,1
265,1,1,0,5,1,25,1,1,2,2,1,1,2
266,1,1,0,5,2,20,1,1,1,4,1,1,1
267,1,1,1,2,2,20,1,1,1,4,1,1,1
268,0,1,0,5,2,20,1,1,1,4,1,1,1
269,1,1,0,5,2,25,1,1,2,5,2,1,2
270,0,1,0,2,2,20,1,2,2,2,1,1,1
271,1,1,0,2,2,25,1,1,1,4,1,1,2
272,1,1,0,5,2,25,1,1,1,5,1,1,1
273,1,1,0,5,2,25,1,1,1,3,1,2,2
274,1,0,1,5,2,20,1,1,1,2,1,2,1
275,1,1,1,5,2,25,1,1,2,3,1,1,1
276,1,1,0,2,2,25,1,1,2,4,2,1,2
277,1,1,0,5,2,25,1,1,1,2,2,1,1
278,1,1,1,5,2,30,1,1,3,3,5,1,3
279,1,1,0,5,2,25,1,1,1,4,1,1,1
280,1,1,1,5,2,25,1,2,2,3,3,2,2
281,0,1,0,5,2,20,1,1,2,4,1,1,2
282,0,1,1,5,2,0,1,1,1,4,1,1,2
283,1,1,0,5,2,25,1,1,1,3,1,1,1
284,1,1,1,5,2,25,1,1,1,2,1,1,1
285,,1,0,5,2,25,1,1,1,5,1,1,1
286,0,1,0,5,2,20,1,1,1,2,1,1,1
287,1,1,0,2,2,30,1,1,1,3,1,1,1
288,1,1,0,5,2,25,1,1,1,4,1,1,1
289,0,1,0,5,2,20,1,1,1,4,1,1,1
290,0,1,0,5,2,0,1,1,2,2,3,1,2
291,1,1,0,2,2,25,1,2,2,2,1,1,1
292,1,1,0,5,2,25,1,1,2,2,1,1,2
293,1,1,0,5,2,25,1,2,4,2,1,1,2
294,1,1,0,5,2,25,1,1,1,5,1,1,1
295,1,1,0,2,2,20,1,2,2,2,1,1,2
296,1,1,0,5,2,25,1,1,1,4,1,1,1
297,1,1,0,5,1,20,1,2,1,2,1,1,1
298,1,1,0,5,2,25,1,3,4,2,1,1,3
299,1,1,0,,,25,1,1,1,5,1,1,1
300,1,1,0,2,2,20,1,2,2,3,1,1,1
301,1,1,1,5,2,25,1,1,2,4,1,1,1
302,1,1,0,5,2,25,1,1,2,4,1,1,1
303,1,1,0,5,2,25,1,1,2,5,1,1,1
304,1,1,0,5,2,25,1,2,2,4,4,1,2
305,1,1,0,5,2,25,1,1,1,4,1,1,1
306,1,1,1,5,2,25,1,2,2,2,2,2,2
307,1,1,1,5,2,25,1,1,1,4,1,1,1
308,1,1,0,5,2,25,1,1,2,4,1,1,2
309,1,1,0,5,1,25,1,1,1,5,1,1,1
310,1,1,0,5,2,20,1,1,1,4,1,1,1
311,1,1,0,5,2,25,1,1,1,5,2,2,1
312,1,1,0,5,2,25,1,2,1,4,1,1,2
313,1,1,1,5,2,25,1,1,2,5,1,1,1
314,0,1,0,5,2,0,1,2,2,4,1,1,1
315,1,1,1,5,,25,1,1,2,4,2,1,2
316,1,1,0,5,2,25,1,1,1,4,1,1,1
317,1,1,0,3,2,20,1,1,1,2,2,1,1
318,0,1,0,5,2,20,1,2,2,5,1,1,2
319,1,1,0,5,2,25,1,2,2,4,1,1,2
320,1,1,1,5,2,25,1,1,1,5,1,1,1
321,1,1,0,3,2,25,1,1,1,4,1,1,1
322,1,1,0,5,1,25,1,1,1,3,1,1,1
323,1,1,1,5,2,25,1,1,1,4,2,1,1
324,1,1,0,5,2,20,1,1,1,,4,1,1
325,1,1,0,5,2,25,1,1,1,4,1,1,1
326,0,1,0,5,1,0,1,2,2,2,2,1,1
327,1,1,0,5,2,25,1,1,1,5,1,1,1
328,1,1,1,5,2,,1,2,1,3,2,2,2
329,1,1,0,5,2,25,1,1,1,3,1,1,1
330,1,1,1,2,2,25,1,1,1,4,1,1,1
331,1,1,1,5,2,25,1,1,1,4,1,1,1
332,1,1,1,5,2,30,1,2,1,4,1,1,1
333,1,1,1,2,2,25,1,1,1,4,1,1,1
334,1,0,1,5,2,25,0,1,2,4,3,2,2
335,1,1,1,2,2,25,1,1,1,5,1,1,1
336,1,0,1,2,2,25,1,1,1,5,1,1,1
337,1,1,1,5,2,25,1,1,1,5,1,1,1
338,1,1,0,2,2,20,1,1,1,4,1,1,1
339,1,0,0,5,2,20,1,1,2,4,1,1,4
340,0,1,1,5,2,20,1,1,1,5,1,1,1
341,1,1,4,3,2,20,1,1,1,4,1,2,1
342,1,1,0,2,2,20,1,1,1,2,1,1,1
343,1,1,,,,,1,,,,,,
344,1,1,1,5,2,20,1,1,1,5,1,1,1
345,1,1,,,,,1,,,,,,
346,1,1,,,,,1,,,,,,
347,1,1,,,,,1,,,,,,
348,0,1,0,3,2,20,1,2,2,1,1,1,1
349,0,1,0,5,2,20,1,1,1,4,1,1,1
350,0,1,0,5,2,30,1,1,1,5,1,1,1
351,0,1,0,2,2,25,1,2,1,2,1,1,1
352,0,1,0,2,2,20,1,2,2,2,1,1,1
353,0,0,0,5,2,25,1,2,2,3,2,1,2
354,0,1,1,2,2,30,1,1,1,1,1,1,1
355,0,1,1,5,2,20,1,1,1,4,1,1,1
356,0,1,1,5,2,30,1,2,2,2,1,1,1
357,0,1,0,5,1,30,1,1,2,2,1,1,2
358,0,1,0,5,2,30,1,1,1,4,1,1,1
359,0,1,0,5,2,30,1,2,1,4,2,1,1
360,0,1,0,5,2,30,1,2,2,2,1,1,2
361,0,1,0,5,2,20,1,1,1,5,1,1,1
362,0,1,0,5,2,30,1,1,1,5,1,1,1
363,0,1,0,5,2,25,1,1,1,5,1,1,2
364,0,1,0,5,2,20,1,1,1,4,1,1,1
365,0,1,0,5,2,20,1,2,2,2,1,1,1
366,0,1,0,5,,30,1,1,2,4,1,1,1
367,0,1,0,5,,30,1,1,1,4,1,1,1
368,0,1,0,5,2,25,1,1,1,4,1,1,1
369,0,1,0,5,,25,1,2,3,4,1,1,1
370,0,1,0,5,2,20,1,1,1,5,1,1,1
371,0,1,0,3,2,25,1,1,1,4,1,1,1
372,0,1,0,5,2,20,1,1,1,1,1,1,1
373,0,1,0,5,2,25,1,1,1,4,1,1,1
374,1,1,,,,,1,,,,,,
375,0,1,0,5,2,30,1,1,1,4,1,1,1
376,0,1,0,5,2,30,1,1,1,4,1,1,1
377,0,1,0,5,2,30,1,2,1,4,1,1,1
378,0,1,0,3,2,25,1,2,2,3,3,2,2
379,0,1,0,5,2,25,1,1,1,5,1,1,1
380,0,1,0,5,2,30,1,1,1,4,1,1,1
381,,1,0,3,2,30,0,3,3,1,5,1,4
382,0,1,0,5,2,25,1,1,1,3,1,1,1
383,0,0,1,3,2,25,1,2,2,3,2,1,2
384,0,1,0,5,2,30,1,2,2,2,2,2,2
385,0,1,0,5,2,30,1,2,2,2,2,1,2
386,0,1,0,5,2,30,1,1,1,2,1,1,1
387,0,1,0,5,,25,0,4,4,2,4,2,4
388,0,1,0,5,2,25,1,1,1,4,1,1,1
389,0,1,0,5,2,20,1,3,2,2,3,3,2
390,0,1,1,5,2,30,1,1,1,3,1,1,2
391,0,1,0,5,1,20,1,1,1,2,1,1,1
392,0,1,0,5,2,30,1,1,1,5,1,1,1
393,0,1,1,5,2,25,1,1,1,5,1,1,1
394,0,1,0,2,2,20,1,1,1,5,1,1,1
395,1,1,1,5,2,25,1,1,1,5,1,1,1
396,0,1,0,5,1,25,1,1,2,4,1,1,1
397,0,1,0,5,2,25,1,1,1,4,1,1,2
398,0,1,0,5,2,30,1,2,2,2,1,1,2
399,0,1,0,5,2,30,1,1,1,5,1,1,1
400,0,1,0,5,2,20,1,1,1,5,1,1,1
401,0,1,0,5,2,20,1,1,1,2,1,1,1
402,0,1,0,5,2,25,1,1,1,4,1,1,1
403,1,1,,,,,1,,,,,,
404,0,1,0,5,1,25,1,1,1,4,1,1,1
405,0,1,0,2,2,20,1,1,1,2,1,1,1
406,1,1,0,2,2,20,1,1,1,4,1,1,1
407,1,1,0,3,2,25,1,1,1,5,1,1,1
408,0,1,0,2,2,30,1,2,2,2,2,2,2
409,0,1,0,5,2,30,1,1,1,5,1,1,1
410,0,1,3,5,1,30,1,2,2,4,1,1,2
411,1,1,0,2,2,25,1,2,2,2,1,1,2
412,0,1,1,5,2,25,1,1,1,5,1,1,1
413,0,1,0,5,2,25,1,1,1,4,1,1,1
414,,,,,,,,,,,,,
415,0,1,0,2,2,30,1,1,1,2,1,1,1
416,0,0,0,3,2,30,0,5,3,1,5,5,4
417,0,1,0,5,2,20,1,1,1,4,1,1,1
418,0,1,0,2,2,20,1,1,1,3,1,1,1
419,1,1,,,,,1,,,,,,
420,0,1,0,3,,30,1,2,2,2,3,1,2
421,1,1,,,,,1,,,,,,
422,0,1,1,5,2,30,0,4,3,1,4,4,4
423,1,1,,,,,1,,,,,,
424,1,1,0,3,2,25,1,2,2,4,1,1,1
425,1,1,1,5,2,25,1,1,1,5,1,1,1
426,0,1,0,2,2,25,1,1,1,2,1,1,1
427,1,1,0,5,2,30,1,1,2,4,1,1,2
428,1,1,1,5,1,25,1,1,1,4,1,1,1
429,1,1,0,5,2,30,1,2,2,4,1,1,1
430,1,1,0,5,2,20,1,1,2,4,1,1,2
431,1,1,0,5,2,25,1,2,1,5,1,1,1
432,1,1,0,3,2,25,1,1,1,5,1,1,1
433,1,1,0,5,2,20,1,2,3,2,1,2,2
434,1,1,0,5,2,20,1,1,1,5,1,1,1
435,1,1,1,5,2,20,1,1,2,3,1,1,1
436,1,1,1,5,2,25,1,3,4,1,5,4,5
437,1,1,1,5,2,20,1,1,2,5,3,1,1
438,1,1,0,5,2,25,1,1,1,5,1,1,1
439,1,1,1,5,2,25,1,1,1,5,1,1,1
440,1,1,1,3,2,25,1,1,1,4,1,1,2
441,1,1,1,5,2,25,1,1,1,5,1,1,1
442,1,1,1,5,1,25,1,1,1,2,1,1,1
443,1,1,0,2,2,25,1,1,1,4,1,1,1
444,1,1,0,5,2,20,1,1,1,2,1,1,1
445,1,1,0,5,2,25,1,1,1,4,2,1,1
446,1,1,0,2,,20,1,1,2,4,1,1,1
447,1,1,0,2,2,20,1,1,1,4,1,1,1
448,1,1,0,5,2,20,1,1,1,5,1,1,1
449,1,1,0,5,2,25,1,1,1,5,1,1,1
450,1,1,1,2,2,25,1,1,1,4,1,1,1
451,1,1,0,2,2,25,1,1,1,3,1,1,1
452,1,1,1,5,2,25,1,1,1,4,1,1,1
453,1,1,0,5,2,25,1,1,1,4,1,1,1
454,1,1,1,4,2,30,1,2,2,4,1,1,2
455,1,1,0,5,2,20,1,1,1,5,1,1,1
456,1,1,0,5,2,20,1,1,1,5,1,1,1
457,1,1,0,5,2,20,1,1,1,2,1,1,1
458,1,1,1,5,2,20,1,1,1,5,1,1,1
459,1,1,1,2,2,20,1,1,1,5,2,1,1
460,1,1,0,5,2,20,1,1,1,4,1,1,1
461,1,1,,,,,1,1,1,2,1,1,1
462,1,1,0,5,2,20,1,1,1,4,1,1,1
463,1,1,0,2,2,,1,1,1,4,1,1,1
464,1,1,0,5,2,25,1,1,1,3,1,1,1
465,1,1,0,2,2,20,1,1,1,5,1,1,1
466,1,0,1,,2,,1,2,2,2,4,3,4
467,1,1,0,5,2,30,1,1,,4,1,1,2
468,1,1,1,5,2,25,1,1,2,4,1,1,1
469,1,1,1,5,2,25,1,1,1,5,1,1,1
470,1,1,0,5,2,25,1,1,1,5,1,1,2
471,1,1,0,2,2,20,1,1,2,3,1,1,1
472,1,1,0,5,2,25,1,1,1,4,1,1,1
473,1,0,0,5,2,25,1,1,1,5,1,1,1
474,1,1,1,5,2,25,1,1,1,5,1,1,1
475,1,1,0,2,2,20,1,2,2,3,1,1,3
476,1,1,0,2,2,20,1,1,1,4,1,1,1
477,1,1,1,5,2,30,1,1,1,4,1,1,1
478,1,1,0,5,2,20,1,1,2,4,1,1,1
479,1,1,0,2,2,25,1,1,1,3,1,1,1
480,1,1,0,2,2,20,1,1,1,4,1,1,2
481,1,1,0,2,2,25,1,1,1,4,1,1,1
482,1,1,0,2,2,20,1,2,2,4,1,1,1
483,0,1,0,5,1,30,1,1,1,4,1,1,1
484,1,1,0,5,2,20,1,1,1,3,1,1,2
485,1,1,1,2,2,20,1,2,1,3,1,1,1
486,1,1,1,5,2,25,1,1,1,4,1,1,1
487,1,1,0,5,2,25,1,2,1,4,1,1,1
488,1,1,1,5,2,30,1,1,1,4,1,1,1
489,1,1,0,5,2,20,1,1,1,5,1,1,1
490,1,1,0,5,2,25,1,1,1,4,1,1,1
491,1,1,1,5,2,20,1,2,1,3,1,1,2
492,1,1,1,2,,20,1,1,1,5,1,1,1
493,0,1,4,,2,30,0,2,3,4,5,5,4
494,1,1,0,5,2,25,1,1,1,2,1,1,1
495,0,1,0,5,,25,1,1,1,5,1,1,1
496,0,1,0,5,2,20,1,2,1,2,1,1,1
497,1,1,1,2,2,25,1,2,1,4,1,1,1
498,1,1,1,5,2,25,1,1,2,5,1,1,1
499,1,1,0,5,2,,1,1,1,4,1,1,1
500,1,1,0,2,2,25,1,1,1,4,1,1,1
